TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Channel,CustomerOccupation,Location,Target
405.6,37.0,44.0,1.0,9754.73,,,,,
512.95,57.0,143.0,1.0,9584.52,,,,,
345.94,31.0,163.0,1.0,7624.56,,,,,
356.56,47.0,52.00000000000001,1.0,2485.73,,,,,
10.31,36.0,280.0,1.0,2137.9,,,,,
211.69,30.0,111.0,1.0,6412.85,,,,,
221.49,23.0,196.0,1.0,707.25,,,,,
278.23,48.0,83.0,1.0,8300.54,,,,,
116.88,45.0,263.0,1.0,7717.339999999999,,,,,
328.77,39.0,247.0,1.0,6967.03,,,,,
77.53,54.0,55.0,1.0,5158.6,,,,,
421.74,67.0,103.0,1.0,12031.14,,,,,
313.69,73.0,151.99999999999997,1.0,7093.68,,,,,
411.72,29.0,153.0,1.0,8539.86,,,,,
508.73,59.0,89.0,1.0,7640.57,,,,,
153.08,24.0,201.0,1.0,1292.21,,,,,
23.01,63.0,166.0,1.0,5958.75,,,,,
69.28,25.0,129.0,1.0,708.7399999999999,,,,,
51.25,28.0,66.0,1.0,1744.4,,,,,
407.65,25.0,263.0,1.0,273.78,,,,,
459.25,25.0,59.00000000000001,1.0,130.76,,,,,
301.56,49.0,118.0,1.0,10389.6,,,,,
17.67,63.0,91.0,1.0,1048.18,,,,,
5.29,32.0,132.0,1.0,12896.68,,,,,
401.37,43.0,251.0,1.0,8208.54,,,,,
145.4,38.0,24.0,1.0,5244.49,,,,,
556.34,37.0,45.99999999999999,1.0,11935.14,,,,,
34.31,24.0,251.0,1.0,1484.76,,,,,
780.59,23.0,145.0,1.0,6513.34,,,,,
282.65,35.0,161.0,1.0,13801.15,,,,,
305.27,68.0,147.0,1.0,12958.65,,,,,
185.81,32.0,116.00000000000001,1.0,9588.71,,,,,
66.01,49.0,179.0,1.0,3475.99,,,,,
447.95,29.0,75.0,1.0,7544.399999999999,,,,,
279.3,19.0,48.0,1.0,1193.61,,,,,
611.15,27.0,121.0,1.0,892.8299999999999,,,,,
275.2,54.0,81.0,1.0,1230.12,,,,,
427.79,18.0,189.0,1.0,1479.67,,,,,
469.13,54.0,139.0,1.0,1265.28,,,,,
102.81,76.0,47.0,1.0,3228.87,,,,,
22.61,19.0,145.0,1.0,1111.67,,,,,
68.28,56.0,293.0,1.0,3213.16,,,,,
33.65,63.0,146.0,1.0,12719.93,,,,,
362.68,63.0,137.0,1.0,2040.77,,,,,
73.23,20.0,172.0,1.0,1309.85,,,,,
654.49,25.0,104.0,1.0,164.61,,,,,
18.56,49.0,161.0,1.0,4230.37,,,,,
389.05,27.0,41.0,1.0,761.0,,,,,
66.91,39.0,85.0,1.0,871.1,,,,,
335.48,45.0,155.0,1.0,3023.16,,,,,
38.14,19.0,174.0,1.0,1119.21,,,,,
1076.98,60.0,173.0,1.0,11833.73,,,,,
360.02,68.0,68.00000000000001,1.0,6400.59,,,,,
567.71,63.0,80.0,1.0,13884.24,,,,,
218.19,19.0,185.0,1.0,620.83,,,,,
209.99,19.0,40.0,1.0,1938.0100000000002,,,,,
11.02,19.0,280.0,1.0,964.79,,,,,
83.43,56.0,109.0,1.0,1870.16,,,,,
344.97,34.0,106.0,1.0,5577.94,,,,,
172.29,36.0,283.0,1.0,8700.8,,,,,
195.54,60.0,255.0,1.0,2794.66,,,,,
101.23,45.0,87.0,1.0,6169.71,,,,,
180.46,25.0,34.0,1.0,831.7499999999999,,,,,
692.55,53.0,109.0,1.0,2451.56,,,,,
147.31,34.0,91.99999999999999,1.0,13625.52,,,,,
107.48,20.0,103.0,1.0,1379.39,,,,,
1831.02,62.0,83.0,1.0,11498.01,,,,,
81.51,25.0,97.0,1.0,865.4899999999999,,,,,
365.48,76.0,215.99999999999997,1.0,7147.4,,,,,
491.1,35.0,125.0,1.0,7833.85,,,,,
452.8,80.0,151.0,1.0,4840.67,,,,,
645.04,70.0,78.0,1.0,7361.47,,,,,
169.28,45.0,114.0,1.0,5128.44,,,,,
88.42,62.0,91.0,1.0,12381.45,,,,,
155.53,29.0,66.0,1.0,4008.05,,,,,
991.8200000000002,43.0,300.0,1.0,3493.13,,,,,
39.24,77.0,106.0,1.0,6462.41,,,,,
152.01,42.0,111.0,3.0,4625.12,,,,,
78.77,48.0,50.00000000000001,1.0,6470.57,,,,,
26.5,48.0,179.0,1.0,4854.83,,,,,
83.62,48.0,146.0,1.0,12652.22,,,,,
142.78,68.0,150.0,1.0,11705.88,,,,,
55.99,35.0,95.0,1.0,932.61,,,,,
774.48,61.0,30.999999999999996,1.0,11613.58,,,,,
105.37,25.0,160.0,1.0,1068.55,,,,,
118.83,28.0,295.0,1.0,1616.3,,,,,
46.22,23.0,217.0,1.0,471.2799999999999,,,,,
659.71,21.0,148.0,1.0,106.86,,,,,
377.97,72.0,160.0,1.0,2457.1,,,,,
114.1,69.0,148.0,1.0,5882.12,,,,,
11.3,55.0,41.0,1.0,1938.99,,,,,
95.5,57.0,17.0,1.0,4079.09,,,,,
130.93,28.0,149.0,1.0,860.1199999999999,,,,,
272.97,68.0,174.0,1.0,7811.310000000001,,,,,
73.35,24.0,47.0,1.0,1181.84,,,,,
29.94,58.0,243.0,1.0,10915.54,,,,,
307.24,19.0,136.0,2.0,1670.72,,,,,
50.52,20.0,140.0,1.0,1121.19,,,,,
820.46,53.0,243.0,1.0,5621.86,,,,,
153.07,56.0,116.00000000000001,1.0,8873.43,,,,,
52.94,41.0,146.0,1.0,6990.92,,,,,
384.41,60.0,65.0,1.0,7831.56,,,,,
235.42,51.0,175.0,1.0,6173.23,,,,,
114.23,56.0,64.0,1.0,9523.72,,,,,
12.62,33.0,61.00000000000001,1.0,6420.47,,,,,
997.37,23.0,145.0,1.0,1146.09,,,,,
373.52,35.0,235.0,1.0,6430.41,,,,,
336.05,28.0,164.0,1.0,1635.05,,,,,
366.93,66.0,33.0,1.0,6697.79,,,,,
112.27,58.0,102.0,1.0,7369.89,,,,,
494.9599999999999,40.0,132.0,1.0,6903.68,,,,,
561.58,65.0,22.999999999999996,1.0,11748.86,,,,,
440.94,42.0,148.0,1.0,7303.23,,,,,
71.9,29.0,51.00000000000001,1.0,10619.35,,,,,
256.66,54.0,137.0,1.0,1794.5,,,,,
166.55,59.0,99.0,1.0,12970.21,,,,,
276.26,56.0,143.0,1.0,120.88999999999999,,,,,
35.46,67.0,164.0,1.0,5692.31,,,,,
38.14,50.0,165.0,1.0,9879.87,,,,,
506.25999999999993,64.0,86.0,1.0,6266.65,,,,,
736.32,31.0,28.0,1.0,14268.95,,,,,
389.43,52.0,151.0,1.0,6449.83,,,,,
25.58,60.0,166.0,1.0,6741.41,,,,,
446.1,25.0,243.0,1.0,1008.44,,,,,
147.74,23.0,15.0,1.0,1711.78,,,,,
1228.81,26.0,254.0,1.0,1821.0,,,,,
46.23,77.0,282.0,1.0,5107.75,,,,,
265.37,33.0,77.0,1.0,5229.95,,,,,
342.57,20.0,91.0,1.0,339.16,,,,,
417.26,32.0,45.0,1.0,10442.48,,,,,
33.63,63.0,75.99999999999999,1.0,4324.4,,,,,
64.58,55.0,173.0,1.0,6292.29,,,,,
23.23,21.0,122.0,1.0,269.01,,,,,
278.88,64.0,179.0,2.0,1334.09,,,,,
285.49,53.0,109.0,1.0,6366.84,,,,,
71.87,22.0,258.0,1.0,1839.1,,,,,
308.8,53.0,41.0,1.0,3966.5399999999995,,,,,
288.43,66.0,72.0,1.0,4577.09,,,,,
147.46,65.0,205.0,1.0,7458.029999999999,,,,,
214.15,32.0,217.0,1.0,6397.29,,,,,
71.34,49.0,144.0,3.0,6345.03,,,,,
170.36,30.0,118.0,1.0,6034.73,,,,,
965.66,53.0,32.0,1.0,765.8099999999998,,,,,
736.53,55.0,120.0,1.0,9826.26,,,,,
213.42,45.0,17.0,1.0,3736.3800000000006,,,,,
94.09,27.0,203.0,1.0,646.8499999999999,,,,,
91.23,72.0,86.0,1.0,6385.12,,,,,
263.92,57.0,233.0,1.0,4161.71,,,,,
77.5,51.0,201.0,1.0,11079.77,,,,,
3.65,69.0,146.0,1.0,10017.11,,,,,
43.88,26.0,251.0,1.0,1644.09,,,,,
224.79,18.0,129.0,1.0,528.38,,,,,
64.3,55.0,67.0,1.0,7530.299999999999,,,,,
111.79,62.0,49.0,1.0,10887.59,,,,,
927.16,59.0,153.0,1.0,7104.61,,,,,
613.7,61.0,37.0,1.0,7307.11,,,,,
26.07,20.0,18.999999999999996,3.0,349.98,,,,,
170.45,60.0,199.0,1.0,2284.41,,,,,
344.27,22.0,123.0,1.0,1918.3600000000001,,,,,
872.72,22.0,288.0,1.0,503.01,,,,,
292.95,37.0,56.0,1.0,1216.91,,,,,
28.44,18.0,243.0,1.0,1071.04,,,,,
209.02,21.0,74.0,1.0,187.9,,,,,
20.05,72.0,171.0,1.0,7145.67,,,,,
175.02,28.0,71.0,1.0,1493.88,,,,,
89.5,41.0,134.0,1.0,8658.95,,,,,
69.96,28.0,30.999999999999996,1.0,164.12,,,,,
376.78,21.0,88.0,1.0,841.6499999999999,,,,,
148.54,71.0,107.0,1.0,5677.05,,,,,
388.77,26.0,30.0,1.0,1658.49,,,,,
100.38,63.0,49.0,1.0,10171.68,,,,,
137.23,64.0,63.0,1.0,13847.99,,,,,
870.3,51.0,229.0,1.0,3688.98,,,,,
458.94,52.0,180.0,1.0,5619.95,,,,,
327.35,20.0,175.0,1.0,342.08,,,,,
757.15,53.0,37.99999999999999,1.0,4702.86,,,,,
47.23,73.0,160.0,1.0,6659.81,,,,,
239.41,42.0,247.99999999999997,1.0,7860.65,,,,,
170.97,26.0,292.0,1.0,1265.27,,,,,
262.43,37.0,274.0,5.0,12841.01,,,,,
659.15,22.0,204.0,1.0,1241.59,,,,,
31.53,25.0,283.0,1.0,874.93,,,,,
111.66,48.0,140.0,1.0,5716.72,,,,,
250.01,62.0,88.0,1.0,1541.48,,,,,
554.15,49.0,107.99999999999999,1.0,14817.22,,,,,
598.66,32.0,222.0,1.0,2587.11,,,,,
28.38,55.0,98.0,1.0,173.7,,,,,
16.8,49.0,94.0,1.0,11847.07,,,,,
896.79,33.0,168.00000000000003,1.0,11146.74,,,,,
159.0,49.0,37.99999999999999,1.0,369.79,,,,,
56.31,75.0,195.0,1.0,6396.08,,,,,
203.99,52.0,215.0,1.0,4840.31,,,,,
50.99,29.0,75.99999999999999,1.0,1334.6,,,,,
101.28,32.0,75.0,1.0,2774.35,,,,,
299.92,27.0,122.0,1.0,1368.0,,,,,
77.54,67.0,73.0,1.0,4536.38,,,,,
18.35,21.0,78.0,1.0,1293.39,,,,,
732.53,26.0,116.00000000000001,1.0,441.54,,,,,
65.11,34.0,150.0,1.0,8485.14,,,,,
67.07,24.0,56.0,1.0,999.6200000000001,,,,,
137.48,55.0,47.0,1.0,14273.42,,,,,
398.36,22.0,56.0,1.0,1863.7,,,,,
469.46,20.0,149.0,1.0,8640.56,,,,,
37.58,57.0,182.0,1.0,259.44,,,,,
160.24,31.0,15.0,1.0,5526.97,,,,,
315.39,23.0,93.0,1.0,929.6,,,,,
434.17,21.0,148.0,5.0,5335.44,,,,,
165.91,26.0,84.00000000000001,1.0,587.1199999999999,,,,,
211.36,47.0,194.0,1.0,4760.34,,,,,
241.45000000000002,26.0,158.0,1.0,1594.04,,,,,
23.24,68.0,129.0,1.0,13777.79,,,,,
70.88,74.0,176.0,1.0,1794.65,,,,,
1143.67,66.0,111.0,1.0,7677.760000000001,,,,,
314.52,80.0,229.0,1.0,7071.32,,,,,
181.81,78.0,122.0,1.0,7525.7300000000005,,,,,
854.64,56.0,118.0,1.0,2989.25,,,,,
261.19,64.0,52.00000000000001,1.0,7620.6,,,,,
220.68,71.0,217.0,1.0,5549.2,,,,,
11.86,31.0,129.0,1.0,6782.61,,,,,
122.65000000000002,28.0,41.0,1.0,1968.51,,,,,
395.16,56.0,17.0,1.0,5340.73,,,,,
704.69,51.0,150.0,1.0,3267.84,,,,,
369.89,69.0,69.00000000000001,1.0,6941.47,,,,,
10.92,67.0,268.0,1.0,7567.2,,,,,
199.14,31.0,36.0,1.0,7001.25,,,,,
109.43,70.0,140.0,1.0,1983.65,,,,,
304.15,20.0,40.0,1.0,686.9099999999999,,,,,
620.54,28.0,98.0,1.0,213.36,,,,,
757.79,22.0,117.0,1.0,1443.02,,,,,
122.81,52.0,12.0,1.0,8450.84,,,,,
96.25,61.0,171.0,1.0,7996.699999999999,,,,,
1431.33,30.0,49.0,1.0,5567.98,,,,,
142.55,67.0,97.0,1.0,1262.68,,,,,
35.94,23.0,141.0,1.0,1697.28,,,,,
24.86,58.0,292.0,1.0,2591.65,,,,,
103.08,60.0,109.0,1.0,12002.16,,,,,
116.27,57.0,94.0,1.0,8726.92,,,,,
363.84,73.0,118.0,3.0,5415.64,,,,,
108.75,50.0,22.999999999999996,4.0,14829.85,,,,,
50.9,28.0,150.0,1.0,1277.7,,,,,
206.84,20.0,154.0,1.0,454.66,,,,,
37.4,20.0,84.00000000000001,1.0,1519.51,,,,,
154.21,46.0,75.0,1.0,8045.77,,,,,
199.37,24.0,79.0,1.0,1331.3,,,,,
1360.01,67.0,218.0,1.0,6601.5,,,,,
18.23,56.0,28.0,1.0,8422.2,,,,,
398.7,47.0,276.0,1.0,7987.740000000001,,,,,
378.2,40.0,167.0,1.0,7372.81,,,,,
124.74,49.0,33.0,1.0,2987.97,,,,,
17.1,53.0,101.0,1.0,1619.54,,,,,
287.05,22.0,212.0,1.0,1204.65,,,,,
874.72,28.0,173.0,1.0,4630.58,,,,,
1762.28,24.0,150.0,1.0,1380.34,,,,,
40.12,36.0,269.0,1.0,14304.38,,,,,
125.00000000000001,49.0,177.0,1.0,3215.76,,,,,
348.44,24.0,147.0,1.0,1022.94,,,,,
128.4,69.0,30.999999999999996,1.0,2610.64,,,,,
320.93,55.0,178.0,1.0,9451.66,,,,,
1.41,53.0,278.0,1.0,1244.17,,,,,
50.52,54.0,293.0,1.0,12815.24,,,,,
383.95,31.0,143.0,1.0,9933.56,,,,,
12.94,23.0,158.0,1.0,921.23,,,,,
329.75,56.0,211.0,1.0,6009.43,,,,,
981.76,45.0,234.0,1.0,602.3599999999999,,,,,
40.79,18.0,80.0,1.0,1769.33,,,,,
99.25,63.0,93.0,1.0,2570.34,,,,,
150.6,69.0,59.00000000000001,1.0,3240.14,,,,,
29.5,73.0,129.0,1.0,1229.32,,,,,
54.34,65.0,45.99999999999999,1.0,8019.890000000001,,,,,
18.25,53.0,18.0,1.0,14328.29,,,,,
633.87,27.0,175.0,1.0,330.16,,,,,
81.15,19.0,114.0,1.0,1595.26,,,,,
83.95,75.0,170.0,1.0,7413.18,,,,,
410.4,61.0,78.0,1.0,2563.91,,,,,
172.68,33.0,17.0,1.0,10724.95,,,,,
139.88,34.0,162.0,1.0,2969.71,,,,,
165.55,28.0,115.0,1.0,761.7799999999999,,,,,
53.79,54.0,137.0,3.0,6229.36,,,,,
285.69,63.0,35.0,1.0,2552.54,,,,,
532.4,22.0,149.0,1.0,1033.73,,,,,
293.85,25.0,144.0,1.0,1919.97,,,,,
27.94,79.0,120.0,1.0,1893.4399999999998,,,,,
270.36,25.0,37.0,1.0,1783.04,,,,,
112.66,29.0,176.0,3.0,852.98,,,,,
506.03000000000003,21.0,21.000000000000004,1.0,1123.89,,,,,
206.95,22.0,30.999999999999996,1.0,1817.65,,,,,
350.96,63.0,167.0,1.0,5463.94,,,,,
261.63,20.0,150.0,1.0,477.03,,,,,
46.12,59.0,30.0,1.0,8874.01,,,,,
27.25,63.0,91.99999999999999,1.0,5365.2,,,,,
1353.93,26.0,171.0,1.0,7858.41,,,,,
331.66,76.0,145.0,1.0,7216.3,,,,,
667.95,62.0,253.0,1.0,13558.56,,,,,
49.84,49.0,146.0,1.0,7872.04,,,,,
556.04,72.0,26.999999999999996,1.0,5200.04,,,,,
88.06,18.0,288.0,1.0,1779.85,,,,,
745.95,58.0,127.0,1.0,13264.14,,,,,
67.25,19.0,157.0,1.0,467.4,,,,,
93.63,29.0,141.0,1.0,9873.62,,,,,
74.11,22.0,49.0,1.0,1257.9,,,,,
41.13,77.0,58.00000000000001,1.0,6067.54,,,,,
192.02,79.0,154.0,1.0,5169.07,,,,,
291.27,77.0,121.0,1.0,6878.86,,,,,
296.46,23.0,136.0,1.0,558.99,,,,,
341.84,27.0,89.0,1.0,1400.04,,,,,
98.41,27.0,48.0,1.0,912.7099999999999,,,,,
109.28,36.0,112.0,4.0,6338.35,,,,,
27.51,40.0,103.0,1.0,13645.63,,,,,
207.71,25.0,63.0,1.0,570.0999999999999,,,,,
25.77,45.0,277.0,1.0,11749.77,,,,,
127.56999999999998,52.0,75.0,1.0,6118.2,,,,,
392.05,60.0,172.0,1.0,4383.69,,,,,
521.01,41.0,73.0,1.0,4004.55,,,,,
849.76,25.0,269.0,1.0,373.88,,,,,
172.5,68.0,30.999999999999996,1.0,6851.16,,,,,
152.34,55.0,115.0,1.0,6853.51,,,,,
21.13,28.0,153.0,1.0,948.7,,,,,
111.55,46.0,101.0,1.0,12221.17,,,,,
321.82,32.0,43.0,1.0,6500.5,,,,,
1294.81,45.0,279.0,1.0,9927.75,,,,,
148.77,67.0,175.0,1.0,2138.42,,,,,
14.08,57.0,154.0,1.0,3908.6499999999996,,,,,
566.33,24.0,66.0,1.0,379.82,,,,,
206.51,51.0,275.0,1.0,3921.74,,,,,
180.94,75.0,57.0,1.0,7659.990000000001,,,,,
77.9,21.0,128.0,1.0,664.7199999999999,,,,,
318.92,21.0,60.00000000000001,1.0,1167.25,,,,,
583.3,59.0,142.0,1.0,5896.01,,,,,
100.68,63.0,139.0,1.0,1123.75,,,,,
589.64,62.0,210.0,1.0,2039.4,,,,,
225.93,25.0,199.0,1.0,1864.27,,,,,
651.55,72.0,82.0,1.0,2325.78,,,,,
80.97,38.0,157.0,1.0,5926.31,,,,,
191.89,25.0,14.0,1.0,399.57,,,,,
304.75,78.0,125.0,1.0,1916.34,,,,,
201.53,68.0,287.0,1.0,2732.86,,,,,
8.45,22.0,141.0,1.0,1115.3,,,,,
435.98,30.0,105.0,1.0,7334.08,,,,,
743.24,19.0,109.0,1.0,1024.19,,,,,
16.27,57.0,44.0,1.0,10971.32,,,,,
290.86,45.0,36.0,1.0,14631.88,,,,,
85.73,41.0,266.0,1.0,14928.35,,,,,
555.71,22.0,73.0,1.0,830.3699999999999,,,,,
40.03,23.0,200.00000000000003,1.0,6408.8,,,,,
73.01,25.0,61.99999999999999,1.0,1997.3299999999997,,,,,
346.12,44.0,12.0,1.0,13084.27,,,,,
1.9299999999999997,47.0,175.0,5.0,5684.09,,,,,
252.92999999999998,75.0,222.0,1.0,2760.37,,,,,
238.54,19.0,12.0,4.0,868.9099999999999,,,,,
58.7,67.0,141.0,1.0,8937.35,,,,,
7.5600000000000005,40.0,145.0,1.0,8528.72,,,,,
540.4,45.0,272.0,1.0,425.77,,,,,
264.14,64.0,125.0,1.0,8459.26,,,,,
248.15000000000003,75.0,202.0,1.0,2649.23,,,,,
24.34,54.0,110.0,1.0,6659.12,,,,,
428.61,66.0,61.99999999999999,1.0,11937.04,,,,,
117.66,39.0,126.0,1.0,6794.17,,,,,
165.8,60.0,287.0,1.0,2064.76,,,,,
289.18,65.0,64.0,1.0,3139.75,,,,,
125.38999999999999,21.0,140.0,1.0,202.69,,,,,
305.18,58.0,215.99999999999997,1.0,4474.2,,,,,
506.90000000000003,64.0,56.0,1.0,11471.87,,,,,
504.11999999999995,25.0,101.0,1.0,1107.28,,,,,
42.09,29.0,118.0,1.0,5526.28,,,,,
607.28,32.0,84.00000000000001,1.0,9679.68,,,,,
91.9,77.0,125.0,1.0,1033.94,,,,,
303.43,22.0,30.0,1.0,1833.24,,,,,
668.78,20.0,141.0,1.0,983.6799999999998,,,,,
270.54,20.0,139.0,1.0,269.78,,,,,
247.93,37.0,79.0,1.0,9801.48,,,,,
34.67,19.0,71.0,1.0,888.6,,,,,
326.03,18.0,137.0,1.0,290.24,,,,,
148.26,25.0,57.0,1.0,958.7,,,,,
1086.6,19.0,37.99999999999999,1.0,1605.67,,,,,
373.99,60.0,140.0,1.0,8590.5,,,,,
819.48,25.0,26.0,1.0,1804.5,,,,,
14.0,49.0,173.0,1.0,7975.179999999999,,,,,
57.16,40.0,74.0,1.0,222.22,,,,,
282.26,37.0,278.0,1.0,6857.2,,,,,
473.2,34.0,173.0,1.0,248.52,,,,,
192.97,59.0,140.0,1.0,3019.04,,,,,
168.99,18.0,203.0,1.0,1523.57,,,,,
1.8200000000000003,80.0,60.00000000000001,1.0,5571.39,,,,,
40.9,55.0,37.0,1.0,1514.34,,,,,
78.91,61.0,157.0,1.0,1817.43,,,,,
169.97,22.0,12.0,1.0,6269.12,,,,,
17.79,61.0,162.0,5.0,2281.9,,,,,
486.61,48.0,130.0,1.0,2006.69,,,,,
148.13,58.0,56.0,1.0,2189.38,,,,,
164.52,61.0,162.0,1.0,11036.74,,,,,
720.89,27.0,120.0,1.0,447.06,,,,,
268.7,53.0,63.0,1.0,2104.74,,,,,
637.34,51.0,278.0,1.0,5183.5,,,,,
216.76,47.0,138.0,1.0,643.6399999999999,,,,,
418.02,46.0,110.0,1.0,11011.86,,,,,
292.03,46.0,154.0,1.0,951.3300000000002,,,,,
251.4,57.0,178.0,1.0,2561.67,,,,,
184.56,21.0,93.0,1.0,1549.27,,,,,
33.76,26.0,227.0,1.0,3253.51,,,,,
1612.37,65.0,173.0,1.0,3910.5900000000006,,,,,
138.68,22.0,44.0,1.0,206.2,,,,,
42.56,18.0,146.0,1.0,4361.44,,,,,
680.76,21.0,165.0,1.0,572.97,,,,,
53.83,70.0,131.0,1.0,4580.59,,,,,
11.09,51.0,95.0,1.0,2990.05,,,,,
37.81,63.0,195.0,1.0,5208.98,,,,,
449.18,67.0,50.00000000000001,1.0,1025.99,,,,,
1135.8,30.0,250.0,1.0,13534.3,,,,,
297.6,39.0,162.0,1.0,1461.17,,,,,
683.75,32.0,106.0,1.0,6333.72,,,,,
21.4,48.0,129.0,1.0,8551.6,,,,,
315.94,78.0,93.0,1.0,4273.99,,,,,
331.32,61.0,137.0,5.0,13054.54,,,,,
223.76,74.0,110.0,1.0,4102.23,,,,,
216.03,42.0,300.0,1.0,10462.77,,,,,
17.42,74.0,150.0,1.0,6851.31,,,,,
491.91,78.0,155.0,1.0,2421.94,,,,,
350.11,74.0,178.0,1.0,4639.04,,,,,
218.07,23.0,243.0,1.0,443.62,,,,,
422.14,26.0,109.0,1.0,1436.32,,,,,
613.21,61.0,157.0,1.0,3279.12,,,,,
73.83,69.0,69.00000000000001,1.0,6020.29,,,,,
67.33,59.0,36.0,1.0,5925.98,,,,,
26.92,62.0,43.0,1.0,1674.94,,,,,
18.3,48.0,155.0,1.0,3733.5200000000004,,,,,
317.94,54.0,123.99999999999999,1.0,2996.51,,,,,
179.38,40.0,173.0,1.0,11666.18,,,,,
918.95,68.0,139.0,1.0,7006.46,,,,,
13.92,37.0,209.0,1.0,2735.84,,,,,
365.43,25.0,176.0,1.0,1073.51,,,,,
263.59,71.0,16.0,1.0,6996.35,,,,,
54.8,34.0,140.0,1.0,4943.49,,,,,
141.49,24.0,75.0,1.0,1665.58,,,,,
31.389999999999997,20.0,15.0,1.0,998.4900000000001,,,,,
93.82,39.0,176.0,1.0,8422.06,,,,,
5.71,21.0,106.0,1.0,1285.42,,,,,
178.39,34.0,98.0,1.0,8469.43,,,,,
126.91,22.0,42.00000000000001,1.0,692.6899999999999,,,,,
36.09,53.0,167.0,1.0,12319.26,,,,,
91.77,51.0,174.0,1.0,9240.73,,,,,
198.92,36.0,100.00000000000001,1.0,2854.66,,,,,
137.81,58.0,44.0,1.0,2631.47,,,,,
136.88,24.0,71.0,1.0,7465.950000000001,,,,,
133.07,21.0,155.0,1.0,1670.99,,,,,
1.14,43.0,137.0,1.0,13913.92,,,,,
256.34,69.0,99.0,1.0,7471.630000000001,,,,,
56.11,36.0,109.0,1.0,11123.65,,,,,
118.1,50.0,50.00000000000001,1.0,7976.6,,,,,
137.86,66.0,120.0,1.0,8046.939999999999,,,,,
813.78,54.0,55.0,1.0,14935.500000000002,,,,,
237.97,69.0,69.00000000000001,1.0,13486.15,,,,,
684.96,21.0,30.999999999999996,1.0,526.67,,,,,
878.63,60.0,139.0,1.0,4954.37,,,,,
276.56,68.0,15.0,1.0,8942.58,,,,,
8.75,79.0,199.0,1.0,4044.6199999999994,,,,,
637.48,65.0,207.0,1.0,4148.85,,,,,
103.15,51.0,179.0,1.0,11388.15,,,,,
505.59999999999997,52.0,183.0,1.0,5347.57,,,,,
371.86,46.0,91.0,1.0,1329.45,,,,,
14.26,50.0,37.0,1.0,2475.65,,,,,
13.16,43.0,98.0,1.0,1019.46,,,,,
167.92,40.0,136.0,2.0,14321.73,,,,,
73.01,56.0,101.0,1.0,2833.12,,,,,
201.5,61.0,196.0,1.0,12148.32,,,,,
150.3,41.0,204.0,1.0,14371.08,,,,,
23.7,46.0,32.0,1.0,7947.439999999999,,,,,
49.59,48.0,147.0,1.0,6037.03,,,,,
720.13,22.0,96.0,1.0,387.02,,,,,
134.92,19.0,101.0,1.0,1081.97,,,,,
116.97,18.0,299.0,1.0,729.7,,,,,
11.06,34.0,13.0,3.0,2782.21,,,,,
88.29,50.0,287.0,1.0,5245.93,,,,,
5.81,25.0,222.0,1.0,1290.95,,,,,
103.48,32.0,33.0,1.0,6494.25,,,,,
156.74,70.0,136.0,1.0,4004.35,,,,,
505.14,68.0,179.0,1.0,2525.47,,,,,
31.060000000000002,46.0,61.00000000000001,1.0,11014.25,,,,,
7.610000000000001,50.0,163.0,1.0,6275.0,,,,,
276.16,53.0,71.0,1.0,1733.34,,,,,
145.77,68.0,237.0,1.0,5294.98,,,,,
369.44,34.0,18.999999999999996,1.0,5018.67,,,,,
558.86,60.0,95.0,1.0,9844.32,,,,,
429.15,26.0,218.0,1.0,712.1299999999999,,,,,
36.74,33.0,133.0,1.0,6217.58,,,,,
79.14,57.0,22.0,1.0,2229.56,,,,,
132.48,36.0,101.0,1.0,9313.05,,,,,
136.48,52.0,138.0,4.0,4618.53,,,,,
203.76,55.0,37.0,1.0,6747.16,,,,,
750.95,78.0,26.999999999999996,1.0,5134.37,,,,,
0.84,52.0,30.999999999999996,1.0,2207.54,,,,,
257.18,67.0,28.0,1.0,13336.15,,,,,
767.66,63.0,155.0,1.0,1801.69,,,,,
182.29,54.0,123.0,1.0,522.39,,,,,
184.51,54.0,118.0,1.0,9381.64,,,,,
451.31,62.0,166.0,5.0,2963.29,,,,,
144.1,57.0,30.0,1.0,11523.64,,,,,
72.5,40.0,30.0,1.0,12723.62,,,,,
74.11,69.0,71.0,4.0,3920.11,,,,,
22.15,44.0,73.0,1.0,7451.83,,,,,
777.92,62.0,97.0,1.0,7061.58,,,,,
790.07,28.0,197.0,1.0,985.7700000000001,,,,,
406.33,59.0,103.0,1.0,4298.34,,,,,
767.41,56.0,26.999999999999996,1.0,12799.34,,,,,
4.58,21.0,135.0,1.0,811.2399999999999,,,,,
49.67,21.0,146.0,1.0,842.94,,,,,
77.83,49.0,146.0,1.0,2471.53,,,,,
702.87,19.0,183.99999999999997,1.0,1237.5,,,,,
133.56,25.0,177.0,1.0,783.8299999999999,,,,,
868.05,49.0,119.0,1.0,3931.03,,,,,
52.87,24.0,70.0,1.0,960.96,,,,,
179.0,78.0,121.0,1.0,7310.88,,,,,
1168.26,73.0,37.0,1.0,1385.74,,,,,
384.11,58.0,12.0,1.0,7902.5199999999995,,,,,
227.61,71.0,61.00000000000001,1.0,4405.28,,,,,
40.83,48.0,24.0,1.0,3944.12,,,,,
19.76,20.0,240.0,1.0,1523.04,,,,,
484.24,67.0,77.0,1.0,8042.299999999999,,,,,
